"Rk","G","Date","Age","Tm"," ","Opp"," ","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","+/-"
"1","1","2018-10-17","20-199","NYK","","ATL","W (+19)","0","1:18","1","1","1.000","0","0","","0","0","","0","0","0","0","0","0","0","0","2","1.7","-2"
"3","2","2018-10-20","20-202","NYK","","BOS","L (-2)","0","9:25","0","1",".000","0","0","","1","2",".500","1","1","2","0","0","0","0","1","1","0.5","+4"
"5","3","2018-10-24","20-206","NYK","@","MIA","L (-23)","0","12:00","2","3",".667","0","0","","0","0","","3","0","3","0","0","1","0","1","4","5.1","+4"
"6","4","2018-10-26","20-208","NYK","","GSW","L (-28)","1","29:25","3","5",".600","0","0","","1","2",".500","4","2","6","0","2","0","1","2","7","7.9","-12"
"7","5","2018-10-29","20-211","NYK","","BRK","W (+19)","1","15:07","5","5","1.000","0","0","","1","2",".500","2","1","3","1","1","1","0","3","11","12.0","+6"
"8","6","2018-10-31","20-213","NYK","","IND","L (-6)","1","17:41","0","3",".000","0","0","","0","0","","1","3","4","0","0","2","1","1","0","-0.5","+4"
"9","7","2018-11-02","20-215","NYK","@","DAL","W (+12)","1","34:01","5","6",".833","0","0","","3","4",".750","5","5","10","3","3","1","0","5","13","19.2","+9"
"10","8","2018-11-04","20-217","NYK","@","WAS","L (-13)","1","26:18","3","6",".500","0","0","","4","4","1.000","4","2","6","0","0","1","0","4","10","9.5","-15"
"11","9","2018-11-05","20-218","NYK","","CHI","L (-1)","1","11:03","0","2",".000","0","0","","0","0","","1","2","3","0","0","2","0","4","0","-0.3","-9"
"12","10","2018-11-07","20-220","NYK","@","ATL","W (+5)","1","14:53","2","2","1.000","0","0","","1","2",".500","3","3","6","0","1","2","1","2","5","7.6","+3"
"13","11","2018-11-10","20-223","NYK","@","TOR","L (-16)","1","28:25","2","3",".667","0","0","","0","2",".000","2","3","5","0","2","3","1","3","4","6.1","+5"
"14","12","2018-11-11","20-224","NYK","","ORL","L (-26)","1","22:13","2","3",".667","0","0","","0","0","","0","4","4","0","0","9","0","2","4","9.4","-7"
"15","13","2018-11-14","20-227","NYK","@","OKC","L (-25)","1","17:45","3","4",".750","0","0","","0","0","","0","1","1","1","1","3","0","4","6","6.9","-12"
"16","14","2018-11-16","20-229","NYK","@","NOP","L (-5)","1","24:19","3","6",".500","0","0","","1","2",".500","4","3","7","1","1","1","1","5","7","6.7","+2"
"17","15","2018-11-18","20-231","NYK","@","ORL","L (-14)","1","8:42","0","1",".000","0","0","","0","0","","2","0","2","0","1","0","0","5","0","-0.3","-3"
"18","16","2018-11-20","20-233","NYK","","POR","L (-4)","0","18:03","3","3","1.000","0","0","","0","1",".000","4","1","5","1","2","2","2","2","6","9.1","-11"
"19","17","2018-11-21","20-234","NYK","@","BOS","W (+8)","0","16:25","4","4","1.000","0","0","","0","0","","1","3","4","0","0","6","0","4","8","11.0","+7"
"20","18","2018-11-23","20-236","NYK","","NOP","W (+5)","0","9:16","2","2","1.000","0","0","","1","2",".500","0","1","1","1","0","2","0","6","5","4.0","-3"
"21","19","2018-11-25","20-238","NYK","@","MEM","W (+5)","0","13:18","0","2",".000","0","0","","0","0","","2","0","2","0","1","0","0","3","0","-0.2","-5"
"22","20","2018-11-27","20-240","NYK","@","DET","L (-7)","0","16:44","1","3",".333","0","0","","0","0","","3","2","5","0","0","1","2","6","2","-0.7","-13"
"23","21","2018-11-28","20-241","NYK","@","PHI","L (-26)","0","17:24","2","3",".667","0","0","","1","1","1.000","2","4","6","1","0","4","2","4","5","6.2","-7"
"24","22","2018-12-01","20-244","NYK","","MIL","W (+2)","0","19:42","3","4",".750","0","0","","0","1",".000","4","1","5","0","0","1","1","6","6","4.4","-1"
"25","23","2018-12-03","20-246","NYK","","WAS","L (-3)","0","14:12","1","2",".500","0","0","","2","2","1.000","1","0","1","2","0","3","1","2","4","5.4","0"
"26","24","2018-12-06","20-249","NYK","@","BOS","L (-28)","0","20:37","3","4",".750","0","0","","1","2",".500","4","4","8","1","0","2","1","4","7","8.5","-16"
"27","25","2018-12-08","20-251","NYK","","BRK","L (-8)","0","20:59","2","3",".667","0","0","","0","3",".000","4","2","6","3","3","1","0","5","4","8.7","-1"
"28","26","2018-12-09","20-252","NYK","","CHO","L (-12)","0","18:45","3","4",".750","0","0","","0","0","","1","1","2","1","0","2","1","3","6","5.3","+8"
"29","27","2018-12-12","20-255","NYK","@","CLE","L (-7)","0","15:30","1","2",".500","0","0","","0","0","","1","0","1","1","1","0","0","1","2","3.0","-17"
"30","28","2018-12-14","20-257","NYK","@","CHO","W (+2)","0","7:46","1","2",".500","0","0","","0","0","","0","1","1","1","0","1","1","1","2","1.3","-1"
"44","29","2019-01-17","20-291","NYK","@","WAS","L (-1)","0","9:57","2","2","1.000","0","0","","0","0","","2","0","2","0","0","1","0","1","4","5.1","+1"
"45","30","2019-01-21","20-295","NYK","","OKC","L (-18)","0","15:32","4","4","1.000","0","0","","0","1",".000","1","5","6","1","1","2","0","6","8","9.3","-1"
"46","31","2019-01-23","20-297","NYK","","HOU","L (-4)","0","17:23","5","5","1.000","0","0","","2","2","1.000","1","0","1","0","1","3","0","6","12","11.9","+12"
"47","32","2019-01-25","20-299","NYK","@","BRK","L (-10)","0","15:45","3","5",".600","0","0","","0","2",".000","2","2","4","0","0","4","0","2","6","6.9","-7"
"48","33","2019-01-27","20-301","NYK","","MIA","L (-9)","0","22:49","3","5",".600","0","0","","0","2",".000","4","3","7","1","3","2","0","2","6","10.9","+2"
"49","34","2019-01-28","20-302","NYK","@","CHO","L (-9)","0","12:52","4","5",".800","0","0","","2","4",".500","2","0","2","0","1","3","0","1","10","11.4","-16"
"50","35","2019-01-30","20-304","NYK","","DAL","L (-24)","0","24:11","2","2","1.000","0","0","","0","4",".000","2","5","7","0","1","4","1","1","4","7.1","-9"
"51","36","2019-02-01","20-306","NYK","","BOS","L (-14)","0","18:10","3","4",".750","0","0","","2","2","1.000","3","5","8","0","0","1","2","2","8","7.9","+1"
"53","37","2019-02-05","20-310","NYK","","DET","L (-13)","0","23:33","6","7",".857","0","0","","1","1","1.000","4","6","10","0","0","2","0","3","13","15.3","-1"
"54","38","2019-02-08","20-313","NYK","@","DET","L (-17)","0","15:04","3","5",".600","0","0","","5","7",".714","3","3","6","1","0","3","0","2","11","12.9","-6"
"55","39","2019-02-09","20-314","NYK","","TOR","L (-5)","0","22:29","7","9",".778","0","0","","1","1","1.000","4","3","7","0","0","3","0","3","15","16.1","+5"
"56","40","2019-02-11","20-316","NYK","@","CLE","L (-3)","0","23:41","5","6",".833","0","0","","0","1",".000","4","4","8","1","1","2","0","3","10","13.3","+3"
"57","41","2019-02-13","20-318","NYK","","PHI","L (-15)","0","28:25","5","8",".625","0","0","","4","7",".571","5","8","13","1","2","4","0","2","14","19.8","+9"
"58","42","2019-02-14","20-319","NYK","@","ATL","W (+15)","0","19:08","3","5",".600","0","0","","0","0","","3","4","7","0","1","4","1","3","6","8.6","+7"
"59","43","2019-02-22","20-327","NYK","","MIN","L (-11)","0","13:00","0","2",".000","0","0","","0","0","","1","1","2","1","1","3","0","4","0","1.8","-16"
"60","44","2019-02-24","20-329","NYK","","SAS","W (+12)","0","30:03","5","7",".714","0","0","","5","7",".714","6","8","14","1","0","5","1","4","15","19.5","+7"
"61","45","2019-02-26","20-331","NYK","","ORL","W (+5)","0","32:31","6","9",".667","0","0","","5","6",".833","8","6","14","0","3","6","0","3","17","26.1","+5"
"62","46","2019-02-28","20-333","NYK","","CLE","L (-7)","0","28:24","5","5","1.000","0","0","","2","2","1.000","2","5","7","0","1","2","0","6","12","13.4","-1"
"63","47","2019-03-03","20-336","NYK","@","LAC","L (-21)","0","22:43","7","8",".875","0","0","","2","2","1.000","5","8","13","1","0","4","2","3","16","19.4","-17"
"64","48","2019-03-04","20-337","NYK","@","SAC","L (-7)","0","18:36","2","2","1.000","0","0","","0","1",".000","2","5","7","0","0","2","2","6","4","2.9","-13"
"65","49","2019-03-06","20-339","NYK","@","PHO","L (-11)","0","22:11","3","7",".429","0","0","","2","3",".667","4","4","8","1","2","4","2","3","8","10.2","-5"
"66","50","2019-03-09","20-342","NYK","","SAC","L (-8)","0","21:57","2","4",".500","0","0","","4","4","1.000","3","6","9","0","1","3","1","4","8","10.4","-4"
"67","51","2019-03-10","20-343","NYK","@","MIN","L (-11)","0","32:51","4","5",".800","0","0","","0","1",".000","3","7","10","1","1","5","0","4","8","13.5","+4"
"68","52","2019-03-12","20-345","NYK","@","IND","L (-5)","0","12:53","3","3","1.000","0","0","","1","2",".500","0","2","2","0","0","3","0","5","7","6.4","-4"
"69","53","2019-03-15","20-348","NYK","@","SAS","L (-26)","0","20:36","0","3",".000","0","0","","2","4",".500","4","6","10","1","1","2","1","1","2","5.4","-9"
"70","54","2019-03-17","20-350","NYK","","LAL","W (+1)","0","15:12","1","2",".500","0","0","","0","1",".000","1","2","3","0","0","2","0","3","2","2.1","+2"
"71","55","2019-03-18","20-351","NYK","@","TOR","L (-36)","0","14:29","0","1",".000","0","0","","0","0","","1","4","5","0","0","3","1","6","0","-0.1","-9"
"72","56","2019-03-20","20-353","NYK","","UTA","L (-21)","0","29:49","6","10",".600","0","0","","2","5",".400","4","8","12","1","1","3","0","5","14","15.2","-2"
"73","57","2019-03-22","20-355","NYK","","DEN","L (-18)","0","22:37","7","10",".700","0","0","","2","2","1.000","4","6","10","0","0","3","0","4","16","16.9","-6"
"74","58","2019-03-24","20-357","NYK","","LAC","L (-11)","0","13:49","0","0","","0","0","","2","2","1.000","1","6","7","2","2","2","0","2","2","8.5","+8"
"75","59","2019-03-28","20-361","NYK","","TOR","L (-25)","0","30:59","8","12",".667","0","0","","3","6",".500","9","12","21","0","1","2","0","3","19","23.7","-10"
"76","60","2019-03-30","20-363","NYK","","MIA","L (-8)","1","36:49","4","4","1.000","0","0","","1","2",".500","3","11","14","0","3","4","1","3","9","16.4","-10"
"77","61","2019-04-01","21-000","NYK","","CHI","W (+8)","1","33:02","4","4","1.000","0","0","","6","8",".750","3","7","10","4","0","3","1","3","14","18.9","+2"
"78","62","2019-04-03","21-002","NYK","@","ORL","L (-14)","1","33:49","6","9",".667","0","0","","0","0","","4","5","9","0","3","2","0","3","12","15.6","+7"
"79","63","2019-04-05","21-004","NYK","@","HOU","L (-24)","1","27:53","5","6",".833","0","0","","2","4",".500","4","5","9","1","1","3","1","5","12","14.1","-33"
"80","64","2019-04-07","21-006","NYK","","WAS","W (+3)","1","37:32","4","5",".800","0","0","","3","3","1.000","2","9","11","0","0","3","1","4","11","12.7","-5"
"81","65","2019-04-09","21-008","NYK","@","CHI","W (+10)","1","35:01","3","6",".500","0","0","","2","2","1.000","3","14","17","0","0","3","1","3","8","11.2","+10"
"82","66","2019-04-10","21-009","NYK","","DET","L (-26)","1","22:30","5","6",".833","0","0","","1","2",".500","1","1","2","0","1","0","0","4","11","8.8","-21"
